n,ID,Code,Scode,Date,Time,Rainfall(in),Rainfall(mm),Rainfall Rate ( mm/hr)
193937,D109224A,MCRH1,PC,3/21/19,6:45,3.11,78.994,0
193949,D109224A,MCRH1,PC,3/21/19,9:45,3.11,78.994,0
193961,D109224A,MCRH1,PC,3/21/19,12:45,3.12,79.248,2.35185E-05
193973,D109224A,MCRH1,PC,3/21/19,15:45,3.13,79.502,2.35185E-05
193985,D109224A,MCRH1,PC,3/21/19,18:45,3.13,79.502,0
193997,D109224A,MCRH1,PC,3/21/19,21:45,3.13,79.502,0
194009,D109224A,MCRH1,PC,3/22/19,0:45,3.13,79.502,0
194021,D109224A,MCRH1,PC,3/22/19,3:45,3.13,79.502,0
194033,D109224A,MCRH1,PC,3/22/19,6:45,3.13,79.502,0
194045,D109224A,MCRH1,PC,3/22/19,9:45,3.13,79.502,0
194057,D109224A,MCRH1,PC,3/22/19,12:45,3.14,79.756,2.35185E-05
194069,D109224A,MCRH1,PC,3/22/19,15:45,3.14,79.756,0
194081,D109224A,MCRH1,PC,3/22/19,18:45,3.15,80.01,2.35185E-05
194093,D109224A,MCRH1,PC,3/22/19,21:45,3.15,80.01,0
194105,D109224A,MCRH1,PC,3/23/19,0:45,3.15,80.01,0
194117,D109224A,MCRH1,PC,3/23/19,3:45,3.15,80.01,0
194129,D109224A,MCRH1,PC,3/23/19,6:45,3.19,81.026,9.40741E-05
194141,D109224A,MCRH1,PC,3/23/19,9:45,3.29,83.566,0.000235185
194153,D109224A,MCRH1,PC,3/23/19,12:45,3.35,85.09,0.000141111
194165,D109224A,MCRH1,PC,3/23/19,15:45,3.5,88.9,0.000352778
194177,D109224A,MCRH1,PC,3/23/19,18:45,3.63,92.202,0.000305741
194189,D109224A,MCRH1,PC,3/23/19,21:45,3.65,92.71,4.7037E-05
194201,D109224A,MCRH1,PC,3/24/19,0:45,3.74,94.996,0.000211667
202193,DD1423F8,MKHH1,PC,3/17/19,1:30,13.58,344.932,0.031938148
202205,DD1423F8,MKHH1,PC,3/17/19,4:30,13.58,344.932,0
202217,DD1423F8,MKHH1,PC,3/17/19,7:30,13.58,344.932,0
202229,DD1423F8,MKHH1,PC,3/17/19,10:30,13.58,344.932,0
202241,DD1423F8,MKHH1,PC,3/17/19,13:30,13.58,344.932,0
202253,DD1423F8,MKHH1,PC,3/17/19,16:30,13.58,344.932,0
202265,DD1423F8,MKHH1,PC,3/17/19,19:30,13.58,344.932,0
202277,DD1423F8,MKHH1,PC,3/17/19,22:30,13.58,344.932,0
202289,DD1423F8,MKHH1,PC,3/18/19,1:30,13.58,344.932,0
202301,DD1423F8,MKHH1,PC,3/18/19,4:30,13.58,344.932,0
202313,DD1423F8,MKHH1,PC,3/18/19,7:30,13.58,344.932,0
202325,DD1423F8,MKHH1,PC,3/18/19,10:30,13.58,344.932,0
202337,DD1423F8,MKHH1,PC,3/18/19,13:30,13.58,344.932,0
202349,DD1423F8,MKHH1,PC,3/18/19,16:30,13.58,344.932,0
202361,DD1423F8,MKHH1,PC,3/18/19,19:30,13.58,344.932,0
202373,DD1423F8,MKHH1,PC,3/18/19,22:30,13.58,344.932,0
202385,DD1423F8,MKHH1,PC,3/19/19,1:30,13.58,344.932,0
202397,DD1423F8,MKHH1,PC,3/19/19,4:30,13.58,344.932,0
202409,DD1423F8,MKHH1,PC,3/19/19,7:30,13.58,344.932,0
202421,DD1423F8,MKHH1,PC,3/19/19,10:30,13.58,344.932,0
202433,DD1423F8,MKHH1,PC,3/19/19,13:30,13.58,344.932,0
202445,DD1423F8,MKHH1,PC,3/19/19,16:30,13.58,344.932,0
202457,DD1423F8,MKHH1,PC,3/19/19,19:30,13.58,344.932,0
202469,DD1423F8,MKHH1,PC,3/19/19,22:30,13.58,344.932,0
202481,DD1423F8,MKHH1,PC,3/20/19,1:30,13.58,344.932,0
202493,DD1423F8,MKHH1,PC,3/20/19,4:30,13.58,344.932,0
202505,DD1423F8,MKHH1,PC,3/20/19,7:30,13.58,344.932,0
202517,DD1423F8,MKHH1,PC,3/20/19,10:30,13.58,344.932,0
202529,DD1423F8,MKHH1,PC,3/20/19,13:30,13.58,344.932,0
202541,DD1423F8,MKHH1,PC,3/20/19,16:30,13.58,344.932,0
202553,DD1423F8,MKHH1,PC,3/20/19,19:30,13.58,344.932,0
202565,DD1423F8,MKHH1,PC,3/20/19,22:30,13.58,344.932,0
202577,DD1423F8,MKHH1,PC,3/21/19,1:30,13.58,344.932,0
202589,DD1423F8,MKHH1,PC,3/21/19,4:30,13.58,344.932,0
202601,DD1423F8,MKHH1,PC,3/21/19,7:30,13.58,344.932,0
202613,DD1423F8,MKHH1,PC,3/21/19,10:30,13.58,344.932,0
202625,DD1423F8,MKHH1,PC,3/21/19,13:30,13.58,344.932,0
202637,DD1423F8,MKHH1,PC,3/21/19,16:30,13.58,344.932,0
202649,DD1423F8,MKHH1,PC,3/21/19,19:30,13.58,344.932,0
202661,DD1423F8,MKHH1,PC,3/21/19,22:30,13.58,344.932,0
202673,DD1423F8,MKHH1,PC,3/22/19,1:30,13.58,344.932,0
202685,DD1423F8,MKHH1,PC,3/22/19,4:30,13.58,344.932,0
202697,DD1423F8,MKHH1,PC,3/22/19,7:30,13.58,344.932,0
202709,DD1423F8,MKHH1,PC,3/22/19,10:30,13.58,344.932,0
202721,DD1423F8,MKHH1,PC,3/22/19,13:30,13.58,344.932,0
202733,DD1423F8,MKHH1,PC,3/22/19,16:30,13.58,344.932,0
202745,DD1423F8,MKHH1,PC,3/22/19,19:30,13.58,344.932,0
202757,DD1423F8,MKHH1,PC,3/22/19,22:30,13.58,344.932,0
202769,DD1423F8,MKHH1,PC,3/23/19,1:30,13.58,344.932,0
202781,DD1423F8,MKHH1,PC,3/23/19,4:30,13.58,344.932,0
202793,DD1423F8,MKHH1,PC,3/23/19,7:30,13.58,344.932,0
202805,DD1423F8,MKHH1,PC,3/23/19,10:30,13.58,344.932,0
202817,DD1423F8,MKHH1,PC,3/23/19,13:30,13.58,344.932,0
202829,DD1423F8,MKHH1,PC,3/23/19,16:30,13.59,345.186,2.35185E-05
202841,DD1423F8,MKHH1,PC,3/23/19,19:30,13.6,345.44,2.35185E-05
202853,DD1423F8,MKHH1,PC,3/23/19,22:30,13.67,347.218,0.00016463
202865,DD1423F8,MKHH1,PC,3/24/19,1:30,13.81,350.774,0.000329259
208301,DD5E710A,WWKH1,PC,3/17/19,3:00,58.48,1485.392,0.137536296
208313,DD5E710A,WWKH1,PC,3/17/19,6:00,58.49,1485.646,2.35185E-05
208325,DD5E710A,WWKH1,PC,3/17/19,9:00,58.49,1485.646,0
208337,DD5E710A,WWKH1,PC,3/17/19,12:00,58.49,1485.646,0
208349,DD5E710A,WWKH1,PC,3/17/19,15:00,58.49,1485.646,0
208361,DD5E710A,WWKH1,PC,3/17/19,18:00,58.53,1486.662,9.40741E-05
208373,DD5E710A,WWKH1,PC,3/17/19,21:00,58.54,1486.916,2.35185E-05
208385,DD5E710A,WWKH1,PC,3/18/19,0:00,58.54,1486.916,0
208397,DD5E710A,WWKH1,PC,3/18/19,3:00,58.54,1486.916,0
208409,DD5E710A,WWKH1,PC,3/18/19,6:00,58.54,1486.916,0
208421,DD5E710A,WWKH1,PC,3/18/19,9:00,58.54,1486.916,0
208433,DD5E710A,WWKH1,PC,3/18/19,12:00,58.54,1486.916,0
208445,DD5E710A,WWKH1,PC,3/18/19,15:00,58.54,1486.916,0
208457,DD5E710A,WWKH1,PC,3/18/19,18:00,58.54,1486.916,0
208469,DD5E710A,WWKH1,PC,3/18/19,21:00,58.54,1486.916,0
208481,DD5E710A,WWKH1,PC,3/19/19,0:00,58.54,1486.916,0
208493,DD5E710A,WWKH1,PC,3/19/19,3:00,58.54,1486.916,0
208505,DD5E710A,WWKH1,PC,3/19/19,6:00,58.54,1486.916,0
208517,DD5E710A,WWKH1,PC,3/19/19,9:00,58.55,1487.17,2.35185E-05
208529,DD5E710A,WWKH1,PC,3/19/19,12:00,58.55,1487.17,0
208541,DD5E710A,WWKH1,PC,3/19/19,15:00,58.59,1488.186,9.40741E-05
208553,DD5E710A,WWKH1,PC,3/19/19,18:00,58.59,1488.186,0
208565,DD5E710A,WWKH1,PC,3/19/19,21:00,58.6,1488.44,2.35185E-05
208577,DD5E710A,WWKH1,PC,3/20/19,0:00,58.6,1488.44,0
208589,DD5E710A,WWKH1,PC,3/20/19,3:00,58.6,1488.44,0
208601,DD5E710A,WWKH1,PC,3/20/19,6:00,58.6,1488.44,0
208613,DD5E710A,WWKH1,PC,3/20/19,9:00,58.6,1488.44,0
208625,DD5E710A,WWKH1,PC,3/20/19,12:00,58.6,1488.44,0
208637,DD5E710A,WWKH1,PC,3/20/19,15:00,58.6,1488.44,0
208649,DD5E710A,WWKH1,PC,3/20/19,18:00,58.61,1488.694,2.35185E-05
208661,DD5E710A,WWKH1,PC,3/20/19,21:00,58.61,1488.694,0
208673,DD5E710A,WWKH1,PC,3/21/19,0:00,58.61,1488.694,0
208685,DD5E710A,WWKH1,PC,3/21/19,3:00,58.62,1488.948,2.35185E-05
208697,DD5E710A,WWKH1,PC,3/21/19,6:00,58.62,1488.948,0
208709,DD5E710A,WWKH1,PC,3/21/19,9:00,58.62,1488.948,0
208721,DD5E710A,WWKH1,PC,3/21/19,12:00,58.62,1488.948,0
208733,DD5E710A,WWKH1,PC,3/21/19,15:00,58.62,1488.948,0
208745,DD5E710A,WWKH1,PC,3/21/19,18:00,58.62,1488.948,0
208757,DD5E710A,WWKH1,PC,3/21/19,21:00,58.62,1488.948,0
208769,DD5E710A,WWKH1,PC,3/22/19,0:00,58.62,1488.948,0
208781,DD5E710A,WWKH1,PC,3/22/19,3:00,58.7,1490.98,0.000188148
208793,DD5E710A,WWKH1,PC,3/22/19,6:00,58.76,1492.504,0.000141111
208805,DD5E710A,WWKH1,PC,3/22/19,9:00,58.92,1496.568,0.000376296
208817,DD5E710A,WWKH1,PC,3/22/19,12:00,59.26,1505.204,0.00079963
208829,DD5E710A,WWKH1,PC,3/22/19,15:00,59.28,1505.712,4.7037E-05
208841,DD5E710A,WWKH1,PC,3/22/19,18:00,59.3,1506.22,4.7037E-05
208853,DD5E710A,WWKH1,PC,3/22/19,21:00,59.3,1506.22,0
208865,DD5E710A,WWKH1,PC,3/23/19,0:00,59.3,1506.22,0
208877,DD5E710A,WWKH1,PC,3/23/19,3:00,59.31,1506.474,2.35185E-05
208889,DD5E710A,WWKH1,PC,3/23/19,6:00,59.31,1506.474,0
208901,DD5E710A,WWKH1,PC,3/23/19,9:00,59.31,1506.474,0
208913,DD5E710A,WWKH1,PC,3/23/19,12:00,59.31,1506.474,0
208925,DD5E710A,WWKH1,PC,3/23/19,15:00,59.31,1506.474,0
208937,DD5E710A,WWKH1,PC,3/23/19,18:00,59.32,1506.728,2.35185E-05
208949,DD5E710A,WWKH1,PC,3/23/19,21:00,59.32,1506.728,0
208961,DD5E710A,WWKH1,PC,3/24/19,0:00,59.32,1506.728,0
209141,DD5E818E,WLLH1,PC,3/17/19,1:45,29.82,757.428,0.070132222
209153,DD5E818E,WLLH1,PC,3/17/19,4:45,29.82,757.428,0
209165,DD5E818E,WLLH1,PC,3/17/19,7:45,29.82,757.428,0
209177,DD5E818E,WLLH1,PC,3/17/19,10:45,29.82,757.428,0
209189,DD5E818E,WLLH1,PC,3/17/19,13:45,29.82,757.428,0
209201,DD5E818E,WLLH1,PC,3/17/19,16:45,29.83,757.682,2.35185E-05
209213,DD5E818E,WLLH1,PC,3/17/19,19:45,29.83,757.682,0
209225,DD5E818E,WLLH1,PC,3/17/19,22:45,29.83,757.682,0
209237,DD5E818E,WLLH1,PC,3/18/19,1:45,29.83,757.682,0
209249,DD5E818E,WLLH1,PC,3/18/19,4:45,29.83,757.682,0
209261,DD5E818E,WLLH1,PC,3/18/19,7:45,29.83,757.682,0
209273,DD5E818E,WLLH1,PC,3/18/19,10:45,29.83,757.682,0
209285,DD5E818E,WLLH1,PC,3/18/19,13:45,29.83,757.682,0
209297,DD5E818E,WLLH1,PC,3/18/19,16:45,29.86,758.444,7.05556E-05
209309,DD5E818E,WLLH1,PC,3/18/19,19:45,29.86,758.444,0
209321,DD5E818E,WLLH1,PC,3/18/19,22:45,29.86,758.444,0
209333,DD5E818E,WLLH1,PC,3/19/19,1:45,29.86,758.444,0
209345,DD5E818E,WLLH1,PC,3/19/19,4:45,29.86,758.444,0
209357,DD5E818E,WLLH1,PC,3/19/19,7:45,29.86,758.444,0
209369,DD5E818E,WLLH1,PC,3/19/19,10:45,29.87,758.698,2.35185E-05
209381,DD5E818E,WLLH1,PC,3/19/19,13:45,29.88,758.952,2.35185E-05
209393,DD5E818E,WLLH1,PC,3/19/19,16:45,29.88,758.952,0
209405,DD5E818E,WLLH1,PC,3/19/19,19:45,29.9,759.46,4.7037E-05
209417,DD5E818E,WLLH1,PC,3/19/19,22:45,29.9,759.46,0
209429,DD5E818E,WLLH1,PC,3/20/19,1:45,29.9,759.46,0
209441,DD5E818E,WLLH1,PC,3/20/19,4:45,29.9,759.46,0
209453,DD5E818E,WLLH1,PC,3/20/19,7:45,29.9,759.46,0
209465,DD5E818E,WLLH1,PC,3/20/19,10:45,29.9,759.46,0
209477,DD5E818E,WLLH1,PC,3/20/19,13:45,29.91,759.714,2.35185E-05
209489,DD5E818E,WLLH1,PC,3/20/19,16:45,29.91,759.714,0
209501,DD5E818E,WLLH1,PC,3/20/19,19:45,29.91,759.714,0
209513,DD5E818E,WLLH1,PC,3/20/19,22:45,29.91,759.714,0
209525,DD5E818E,WLLH1,PC,3/21/19,1:45,29.91,759.714,0
209537,DD5E818E,WLLH1,PC,3/21/19,4:45,29.91,759.714,0
209549,DD5E818E,WLLH1,PC,3/21/19,7:45,29.91,759.714,0
209561,DD5E818E,WLLH1,PC,3/21/19,10:45,29.91,759.714,0
209573,DD5E818E,WLLH1,PC,3/21/19,13:45,29.92,759.968,2.35185E-05
209585,DD5E818E,WLLH1,PC,3/21/19,16:45,29.93,760.222,2.35185E-05
209597,DD5E818E,WLLH1,PC,3/21/19,19:45,29.93,760.222,0
209609,DD5E818E,WLLH1,PC,3/21/19,22:45,29.93,760.222,0
209621,DD5E818E,WLLH1,PC,3/22/19,1:45,29.94,760.476,2.35185E-05
209633,DD5E818E,WLLH1,PC,3/22/19,4:45,29.94,760.476,0
209645,DD5E818E,WLLH1,PC,3/22/19,7:45,29.95,760.73,2.35185E-05
209657,DD5E818E,WLLH1,PC,3/22/19,10:45,29.97,761.238,4.7037E-05
209669,DD5E818E,WLLH1,PC,3/22/19,13:45,30.04,763.016,0.00016463
209681,DD5E818E,WLLH1,PC,3/22/19,16:45,30.09,764.286,0.000117593
209693,DD5E818E,WLLH1,PC,3/22/19,19:45,30.09,764.286,0
209705,DD5E818E,WLLH1,PC,3/22/19,22:45,30.09,764.286,0
209717,DD5E818E,WLLH1,PC,3/23/19,1:45,30.09,764.286,0
209729,DD5E818E,WLLH1,PC,3/23/19,4:45,30.11,764.794,4.7037E-05
209741,DD5E818E,WLLH1,PC,3/23/19,7:45,30.39,771.906,0.000658519
209753,DD5E818E,WLLH1,PC,3/23/19,10:45,30.6,777.24,0.000493889
209765,DD5E818E,WLLH1,PC,3/23/19,13:45,30.79,782.066,0.000446852
209777,DD5E818E,WLLH1,PC,3/23/19,16:45,31.12,790.448,0.000776111
209789,DD5E818E,WLLH1,PC,3/23/19,19:45,31.3,795.02,0.000423333
209801,DD5E818E,WLLH1,PC,3/23/19,22:45,31.41,797.814,0.000258704
211697,DD60236E,KIRH1,PC,3/17/19,3:30,2.85,72.39,0.006702778
211709,DD60236E,KIRH1,PC,3/17/19,6:30,2.85,72.39,0
211721,DD60236E,KIRH1,PC,3/17/19,9:30,2.85,72.39,0
211733,DD60236E,KIRH1,PC,3/17/19,12:30,2.85,72.39,0
211745,DD60236E,KIRH1,PC,3/17/19,15:30,2.85,72.39,0
211757,DD60236E,KIRH1,PC,3/17/19,18:30,2.85,72.39,0
211769,DD60236E,KIRH1,PC,3/17/19,21:30,2.85,72.39,0
211781,DD60236E,KIRH1,PC,3/18/19,0:30,2.85,72.39,0
211793,DD60236E,KIRH1,PC,3/18/19,3:30,2.85,72.39,0
211805,DD60236E,KIRH1,PC,3/18/19,6:30,2.85,72.39,0
211817,DD60236E,KIRH1,PC,3/18/19,9:30,2.85,72.39,0
211829,DD60236E,KIRH1,PC,3/18/19,12:30,2.85,72.39,0
211841,DD60236E,KIRH1,PC,3/18/19,15:30,2.85,72.39,0
211853,DD60236E,KIRH1,PC,3/18/19,18:30,2.85,72.39,0
211865,DD60236E,KIRH1,PC,3/18/19,21:30,2.85,72.39,0
211877,DD60236E,KIRH1,PC,3/19/19,0:30,2.85,72.39,0
211889,DD60236E,KIRH1,PC,3/19/19,3:30,2.85,72.39,0
211901,DD60236E,KIRH1,PC,3/19/19,6:30,2.85,72.39,0
211913,DD60236E,KIRH1,PC,3/19/19,9:30,2.85,72.39,0
211925,DD60236E,KIRH1,PC,3/19/19,12:30,2.85,72.39,0
211937,DD60236E,KIRH1,PC,3/19/19,15:30,2.85,72.39,0
211949,DD60236E,KIRH1,PC,3/19/19,18:30,2.85,72.39,0
211961,DD60236E,KIRH1,PC,3/19/19,21:30,2.85,72.39,0
211973,DD60236E,KIRH1,PC,3/20/19,0:30,2.85,72.39,0
211985,DD60236E,KIRH1,PC,3/20/19,3:30,2.85,72.39,0
211997,DD60236E,KIRH1,PC,3/20/19,6:30,2.85,72.39,0
212009,DD60236E,KIRH1,PC,3/20/19,9:30,2.85,72.39,0
212021,DD60236E,KIRH1,PC,3/20/19,12:30,2.85,72.39,0
212033,DD60236E,KIRH1,PC,3/20/19,15:30,2.85,72.39,0
212045,DD60236E,KIRH1,PC,3/20/19,18:30,2.85,72.39,0
212057,DD60236E,KIRH1,PC,3/20/19,21:30,2.85,72.39,0
212069,DD60236E,KIRH1,PC,3/21/19,0:30,2.85,72.39,0
212081,DD60236E,KIRH1,PC,3/21/19,3:30,2.85,72.39,0
212093,DD60236E,KIRH1,PC,3/21/19,6:30,2.85,72.39,0
212105,DD60236E,KIRH1,PC,3/21/19,9:30,2.85,72.39,0
212117,DD60236E,KIRH1,PC,3/21/19,12:30,2.85,72.39,0
212129,DD60236E,KIRH1,PC,3/21/19,15:30,2.85,72.39,0
212141,DD60236E,KIRH1,PC,3/21/19,18:30,2.85,72.39,0
212153,DD60236E,KIRH1,PC,3/21/19,21:30,2.85,72.39,0
212165,DD60236E,KIRH1,PC,3/22/19,0:30,2.85,72.39,0
212177,DD60236E,KIRH1,PC,3/22/19,3:30,2.85,72.39,0
212189,DD60236E,KIRH1,PC,3/22/19,6:30,2.85,72.39,0
212201,DD60236E,KIRH1,PC,3/22/19,9:30,2.85,72.39,0
212213,DD60236E,KIRH1,PC,3/22/19,12:30,2.85,72.39,0
212225,DD60236E,KIRH1,PC,3/22/19,15:30,2.85,72.39,0
212237,DD60236E,KIRH1,PC,3/22/19,18:30,2.85,72.39,0
212249,DD60236E,KIRH1,PC,3/22/19,21:30,2.85,72.39,0
212261,DD60236E,KIRH1,PC,3/23/19,0:30,2.85,72.39,0
212273,DD60236E,KIRH1,PC,3/23/19,3:30,2.85,72.39,0
212285,DD60236E,KIRH1,PC,3/23/19,6:30,2.85,72.39,0
212297,DD60236E,KIRH1,PC,3/23/19,9:30,2.85,72.39,0
212309,DD60236E,KIRH1,PC,3/23/19,12:30,2.85,72.39,0
212321,DD60236E,KIRH1,PC,3/23/19,15:30,2.85,72.39,0
212333,DD60236E,KIRH1,PC,3/23/19,18:30,2.85,72.39,0
212345,DD60236E,KIRH1,PC,3/23/19,21:30,2.85,72.39,0
212357,DD60236E,KIRH1,PC,3/24/19,0:30,2.85,72.39,0
212369,DD60236E,KIRH1,PC,3/17/19,2:30,2.85,72.39,0
212381,DD60236E,KIRH1,PC,3/17/19,5:30,2.85,72.39,0
212393,DD60236E,KIRH1,PC,3/17/19, 8:30,2.85,72.39,0
212405,DD60236E,KIRH1,PC,3/17/19,11:30,2.85,72.39,0
212417,DD60236E,KIRH1,PC,3/17/19,14:03,2.85,72.39,0
212429,DD60236E,KIRH1,PC,3/17/19,17:03,2.85,72.39,0
212441,DD60236E,KIRH1,PC,3/17/19,20:03,2.85,72.39,0
212453,DD60236E,KIRH1,PC,3/17/19,23:03,2.85,72.39,0
212465,DD60236E,KIRH1,PC,3/18/19,2:03,2.85,72.39,0
212477,DD60236E,KIRH1,PC,3/18/19,5:03,2.85,72.39,0
212489,DD60236E,KIRH1,PC,3/18/19,8:03,2.85,72.39,0
212501,DD60236E,KIRH1,PC,3/18/19,11:03,2.85,72.39,0
212513,DD60236E,KIRH1,PC,3/18/19,14:03,2.85,72.39,0
212525,DD60236E,KIRH1,PC,3/18/19,17:03,2.85,72.39,0
212537,DD60236E,KIRH1,PC,3/18/19,20:03,2.85,72.39,0
212549,DD60236E,KIRH1,PC,3/18/19,23:03,2.85,72.39,0
212561,DD60236E,KIRH1,PC,3/19/19,2:03,2.85,72.39,0
212573,DD60236E,KIRH1,PC,3/19/19,5:03,2.85,72.39,0
212585,DD60236E,KIRH1,PC,3/19/19,8:03,2.85,72.39,0
212597,DD60236E,KIRH1,PC,3/19/19,11:03,2.85,72.39,0
212609,DD60236E,KIRH1,PC,3/19/19,14:03,2.85,72.39,0
212621,DD60236E,KIRH1,PC,3/19/19,17:03,2.85,72.39,0
212633,DD60236E,KIRH1,PC,3/19/19,20:03,2.85,72.39,0
212645,DD60236E,KIRH1,PC,3/19/19,23:03,2.85,72.39,0
212657,DD60236E,KIRH1,PC,3/20/19,2:03,2.85,72.39,0
212669,DD60236E,KIRH1,PC,3/20/19,5:03,2.85,72.39,0
212681,DD60236E,KIRH1,PC,3/20/19,8:03,2.85,72.39,0
212693,DD60236E,KIRH1,PC,3/20/19,11:03,2.85,72.39,0
212705,DD60236E,KIRH1,PC,3/20/19,14:03,2.85,72.39,0
212717,DD60236E,KIRH1,PC,3/20/19,17:03,2.85,72.39,0
212729,DD60236E,KIRH1,PC,3/20/19,20:03,2.85,72.39,0
212741,DD60236E,KIRH1,PC,3/20/19,23:03,2.85,72.39,0
212753,DD60236E,KIRH1,PC,3/21/19,2:03,2.85,72.39,0
212765,DD60236E,KIRH1,PC,3/21/19,5:03,2.85,72.39,0
212777,DD60236E,KIRH1,PC,3/21/19,8:03,2.85,72.39,0
212789,DD60236E,KIRH1,PC,3/21/19,11:03,2.85,72.39,0
212801,DD60236E,KIRH1,PC,3/21/19,14:03,2.85,72.39,0
212813,DD60236E,KIRH1,PC,3/21/19,17:03,2.85,72.39,0
212825,DD60236E,KIRH1,PC,3/21/19,20:03,2.85,72.39,0
212837,DD60236E,KIRH1,PC,3/21/19,23:03,2.85,72.39,0
212849,DD60236E,KIRH1,PC,3/22/19,2:03,2.85,72.39,0
212861,DD60236E,KIRH1,PC,3/22/19,5:03,2.85,72.39,0
212873,DD60236E,KIRH1,PC,3/22/19,8:03,2.85,72.39,0
212885,DD60236E,KIRH1,PC,3/22/19,11:03,2.85,72.39,0
212897,DD60236E,KIRH1,PC,3/22/19,14:03,2.85,72.39,0
212909,DD60236E,KIRH1,PC,3/22/19,17:03,2.85,72.39,0
212921,DD60236E,KIRH1,PC,3/22/19,20:03,2.85,72.39,0
212933,DD60236E,KIRH1,PC,3/22/19,23:03,2.85,72.39,0
212945,DD60236E,KIRH1,PC,3/23/19,2:03,2.85,72.39,0
212957,DD60236E,KIRH1,PC,3/23/19,5:03,2.85,72.39,0
212969,DD60236E,KIRH1,PC,3/23/19,8:03,2.85,72.39,0
212981,DD60236E,KIRH1,PC,3/23/19,11:03,2.85,72.39,0
212993,DD60236E,KIRH1,PC,3/23/19,14:03,2.85,72.39,0
213005,DD60236E,KIRH1,PC,3/23/19,17:03,2.85,72.39,0
213017,DD60236E,KIRH1,PC,3/23/19,20:03,2.85,72.39,0
213029,DD60236E,KIRH1,PC,3/23/19,23:03,2.85,72.39,0
213041,DD73556E,PKKH1,PC,3/17/19,1:30,12.28,311.912,0.022177963
213053,DD73556E,PKKH1,PC,3/17/19,4:30,12.28,311.912,0
213065,DD73556E,PKKH1,PC,3/17/19,7:30,12.28,311.912,0
213077,DD73556E,PKKH1,PC,3/17/19,10:30,12.28,311.912,0
213089,DD73556E,PKKH1,PC,3/17/19,13:30,12.28,311.912,0
213101,DD73556E,PKKH1,PC,3/17/19,16:30,12.31,312.674,7.05556E-05
213113,DD73556E,PKKH1,PC,3/17/19,19:30,12.32,312.928,2.35185E-05
213125,DD73556E,PKKH1,PC,3/17/19,22:30,12.32,312.928,0
213137,DD73556E,PKKH1,PC,3/18/19,1:30,12.32,312.928,0
213149,DD73556E,PKKH1,PC,3/18/19,4:30,12.32,312.928,0
213161,DD73556E,PKKH1,PC,3/18/19,7:30,12.32,312.928,0
213173,DD73556E,PKKH1,PC,3/18/19,10:30,12.32,312.928,0
213185,DD73556E,PKKH1,PC,3/18/19,13:30,12.32,312.928,0
213197,DD73556E,PKKH1,PC,3/18/19,16:30,12.33,313.182,2.35185E-05
213209,DD73556E,PKKH1,PC,3/18/19,19:30,12.33,313.182,0
213221,DD73556E,PKKH1,PC,3/18/19,22:30,12.33,313.182,0
213233,DD73556E,PKKH1,PC,3/19/19,1:30,12.33,313.182,0
213245,DD73556E,PKKH1,PC,3/19/19,4:30,12.33,313.182,0
213257,DD73556E,PKKH1,PC,3/19/19,7:30,12.33,313.182,0
213269,DD73556E,PKKH1,PC,3/19/19,10:30,12.33,313.182,0
213281,DD73556E,PKKH1,PC,3/19/19,13:30,12.34,313.436,2.35185E-05
213293,DD73556E,PKKH1,PC,3/19/19,16:30,12.34,313.436,0
213305,DD73556E,PKKH1,PC,3/19/19,19:30,12.35,313.69,2.35185E-05
213317,DD73556E,PKKH1,PC,3/19/19,22:30,12.35,313.69,0
213329,DD73556E,PKKH1,PC,3/20/19,1:30,12.35,313.69,0
213341,DD73556E,PKKH1,PC,3/20/19,4:30,12.35,313.69,0
213353,DD73556E,PKKH1,PC,3/20/19,7:30,12.35,313.69,0
213365,DD73556E,PKKH1,PC,3/20/19,10:30,12.35,313.69,0
213377,DD73556E,PKKH1,PC,3/20/19,13:30,12.35,313.69,0
213389,DD73556E,PKKH1,PC,3/20/19,16:30,12.35,313.69,0
213401,DD73556E,PKKH1,PC,3/20/19,19:30,12.35,313.69,0
213413,DD73556E,PKKH1,PC,3/20/19,22:30,12.35,313.69,0
213425,DD73556E,PKKH1,PC,3/21/19,1:30,12.36,313.944,2.35185E-05
213437,DD73556E,PKKH1,PC,3/21/19,4:30,12.36,313.944,0
213449,DD73556E,PKKH1,PC,3/21/19,7:30,12.36,313.944,0
213461,DD73556E,PKKH1,PC,3/21/19,10:30,12.36,313.944,0
213473,DD73556E,PKKH1,PC,3/21/19,13:30,12.36,313.944,0
213485,DD73556E,PKKH1,PC,3/21/19,16:30,12.36,313.944,0
213497,DD73556E,PKKH1,PC,3/21/19,19:30,12.36,313.944,0
213509,DD73556E,PKKH1,PC,3/21/19,22:30,12.36,313.944,0
213521,DD73556E,PKKH1,PC,3/22/19,1:30,12.36,313.944,0
213533,DD73556E,PKKH1,PC,3/22/19,4:30,12.36,313.944,0
213545,DD73556E,PKKH1,PC,3/22/19,7:30,12.37,314.198,2.35185E-05
213557,DD73556E,PKKH1,PC,3/22/19,10:30,12.4,314.96,7.05556E-05
213569,DD73556E,PKKH1,PC,3/22/19,13:30,12.58,319.532,0.000423333
213581,DD73556E,PKKH1,PC,3/22/19,16:30,12.73,323.342,0.000352778
213593,DD73556E,PKKH1,PC,3/22/19,19:30,12.84,326.136,0.000258704
213605,DD73556E,PKKH1,PC,3/22/19,22:30,12.84,326.136,0
